datetime,indicator_id,indicator_name,indicator_type,value,geo_id,geo_name,geo_agg
2025-10-02 07:00:00.118858,1293,Demanda real,demand,23640.130842477163,8741,Península,
2025-10-02 08:00:00.118858,1293,Demanda real,demand,26949.939631319005,8741,Península,
2025-10-02 09:00:00.118858,1293,Demanda real,demand,26880.596868410383,8741,Península,
2025-10-02 10:00:00.118858,1293,Demanda real,demand,27897.59540423072,8741,Península,
2025-10-02 11:00:00.118858,1293,Demanda real,demand,27651.337429975305,8741,Península,
2025-10-02 12:00:00.118858,1293,Demanda real,demand,29411.643495833152,8741,Península,
2025-10-02 13:00:00.118858,1293,Demanda real,demand,26043.916283658535,8741,Península,
2025-10-02 14:00:00.118858,1293,Demanda real,demand,27433.957393316225,8741,Península,
2025-10-02 15:00:00.118858,1293,Demanda real,demand,25295.49946096194,8741,Península,
2025-10-02 16:00:00.118858,1293,Demanda real,demand,23651.076586332674,8741,Península,
2025-10-02 17:00:00.118858,1293,Demanda real,demand,23190.17055294117,8741,Península,
2025-10-02 18:00:00.118858,1293,Demanda real,demand,23301.096606717503,8741,Península,
2025-10-02 19:00:00.118858,1293,Demanda real,demand,21756.161372598563,8741,Península,
2025-10-02 20:00:00.118858,1293,Demanda real,demand,25809.468583170292,8741,Península,
2025-10-02 21:00:00.118858,1293,Demanda real,demand,21823.573675966658,8741,Península,
2025-10-02 22:00:00.118858,1293,Demanda real,demand,21070.303732103683,8741,Península,
2025-10-02 23:00:00.118858,1293,Demanda real,demand,24427.28944747335,8741,Península,
2025-10-03 00:00:00.118858,1293,Demanda real,demand,21974.464151996883,8741,Península,
2025-10-03 01:00:00.118858,1293,Demanda real,demand,20568.148262750616,8741,Península,
2025-10-03 02:00:00.118858,1293,Demanda real,demand,19593.182719828164,8741,Península,
2025-10-03 03:00:00.118858,1293,Demanda real,demand,19357.232737898208,8741,Península,
2025-10-03 04:00:00.118858,1293,Demanda real,demand,19488.19849992188,8741,Península,
2025-10-03 05:00:00.118858,1293,Demanda real,demand,20067.44715034592,8741,Península,
2025-10-03 06:00:00.118858,1293,Demanda real,demand,21851.27215123531,8741,Península,
2025-10-03 07:00:00.118858,1293,Demanda real,demand,24980.3324703408,8741,Península,
2025-10-03 08:00:00.118858,1293,Demanda real,demand,26883.78078426484,8741,Península,
2025-10-03 09:00:00.118858,1293,Demanda real,demand,29046.03737759694,8741,Península,
2025-10-03 10:00:00.118858,1293,Demanda real,demand,29721.120666464518,8741,Península,
2025-10-03 11:00:00.118858,1293,Demanda real,demand,25720.630678157475,8741,Península,
2025-10-03 12:00:00.118858,1293,Demanda real,demand,30719.30756650485,8741,Península,
2025-10-03 13:00:00.118858,1293,Demanda real,demand,26133.36464405942,8741,Península,
2025-10-03 14:00:00.118858,1293,Demanda real,demand,28082.30302388515,8741,Península,
2025-10-03 15:00:00.118858,1293,Demanda real,demand,25529.97431634376,8741,Península,
2025-10-03 16:00:00.118858,1293,Demanda real,demand,22601.700569707955,8741,Península,
2025-10-03 17:00:00.118858,1293,Demanda real,demand,23441.120675968545,8741,Península,
2025-10-03 18:00:00.118858,1293,Demanda real,demand,24657.233948085523,8741,Península,
2025-10-03 19:00:00.118858,1293,Demanda real,demand,21512.47486714007,8741,Península,
2025-10-03 20:00:00.118858,1293,Demanda real,demand,23598.693553891117,8741,Península,
2025-10-03 21:00:00.118858,1293,Demanda real,demand,22049.311557040724,8741,Península,
2025-10-03 22:00:00.118858,1293,Demanda real,demand,22670.85523294313,8741,Península,
2025-10-03 23:00:00.118858,1293,Demanda real,demand,22330.608854726805,8741,Península,
2025-10-04 00:00:00.118858,1293,Demanda real,demand,17351.66404045498,8741,Península,
2025-10-04 01:00:00.118858,1293,Demanda real,demand,16886.286514404906,8741,Península,
2025-10-04 02:00:00.118858,1293,Demanda real,demand,15920.412901502532,8741,Península,
2025-10-04 03:00:00.118858,1293,Demanda real,demand,15935.749427263056,8741,Península,
2025-10-04 04:00:00.118858,1293,Demanda real,demand,17525.346385436693,8741,Península,
2025-10-04 05:00:00.118858,1293,Demanda real,demand,16211.817920013951,8741,Península,
2025-10-04 06:00:00.118858,1293,Demanda real,demand,18592.187863565196,8741,Península,
2025-10-04 07:00:00.118858,1293,Demanda real,demand,22194.439921582984,8741,Península,
2025-10-04 08:00:00.118858,1293,Demanda real,demand,22288.42710375161,8741,Península,
2025-10-04 09:00:00.118858,1293,Demanda real,demand,23709.750662918465,8741,Península,
2025-10-04 10:00:00.118858,1293,Demanda real,demand,24419.79110542492,8741,Península,
2025-10-04 11:00:00.118858,1293,Demanda real,demand,22023.687869530346,8741,Península,
2025-10-04 12:00:00.118858,1293,Demanda real,demand,21880.385648697997,8741,Península,
2025-10-04 13:00:00.118858,1293,Demanda real,demand,25847.737987373093,8741,Península,
2025-10-04 14:00:00.118858,1293,Demanda real,demand,22666.783551897286,8741,Península,
2025-10-04 15:00:00.118858,1293,Demanda real,demand,23450.749359165344,8741,Península,
2025-10-04 16:00:00.118858,1293,Demanda real,demand,19206.59400869701,8741,Península,
2025-10-04 17:00:00.118858,1293,Demanda real,demand,17672.573302440618,8741,Península,
2025-10-04 18:00:00.118858,1293,Demanda real,demand,19924.133824013843,8741,Península,
2025-10-04 19:00:00.118858,1293,Demanda real,demand,17722.986626256887,8741,Península,
2025-10-04 20:00:00.118858,1293,Demanda real,demand,17907.49328214532,8741,Península,
2025-10-04 21:00:00.118858,1293,Demanda real,demand,18540.046140079496,8741,Península,
2025-10-04 22:00:00.118858,1293,Demanda real,demand,18285.015361527538,8741,Península,
2025-10-04 23:00:00.118858,1293,Demanda real,demand,16321.37899038861,8741,Península,
2025-10-05 00:00:00.118858,1293,Demanda real,demand,18744.58448031833,8741,Península,
2025-10-05 01:00:00.118858,1293,Demanda real,demand,16487.508360491913,8741,Península,
2025-10-05 02:00:00.118858,1293,Demanda real,demand,16818.99068021257,8741,Península,
2025-10-05 03:00:00.118858,1293,Demanda real,demand,15526.921927867394,8741,Península,
2025-10-05 04:00:00.118858,1293,Demanda real,demand,16517.62331460279,8741,Península,
2025-10-05 05:00:00.118858,1293,Demanda real,demand,15807.814892122584,8741,Península,
2025-10-05 06:00:00.118858,1293,Demanda real,demand,18724.759659596293,8741,Península,
2025-10-05 07:00:00.118858,1293,Demanda real,demand,20773.29634368471,8741,Península,
2025-10-05 08:00:00.118858,1293,Demanda real,demand,20261.989630517382,8741,Península,
2025-10-05 09:00:00.118858,1293,Demanda real,demand,21506.403171246788,8741,Península,
2025-10-05 10:00:00.118858,1293,Demanda real,demand,20983.771456233906,8741,Península,
2025-10-05 11:00:00.118858,1293,Demanda real,demand,23543.04330764785,8741,Península,
2025-10-05 12:00:00.118858,1293,Demanda real,demand,21752.64419903683,8741,Península,
2025-10-05 13:00:00.118858,1293,Demanda real,demand,21889.655934096812,8741,Península,
2025-10-05 14:00:00.118858,1293,Demanda real,demand,21766.94426199093,8741,Península,
2025-10-05 15:00:00.118858,1293,Demanda real,demand,23779.502346179404,8741,Península,
2025-10-05 16:00:00.118858,1293,Demanda real,demand,20197.747304882138,8741,Península,
2025-10-05 17:00:00.118858,1293,Demanda real,demand,16635.786758663395,8741,Península,
2025-10-05 18:00:00.118858,1293,Demanda real,demand,18167.03113915245,8741,Península,
2025-10-05 19:00:00.118858,1293,Demanda real,demand,17860.34638355666,8741,Península,
2025-10-05 20:00:00.118858,1293,Demanda real,demand,18549.86501132997,8741,Península,
2025-10-05 21:00:00.118858,1293,Demanda real,demand,19537.203183113797,8741,Península,
2025-10-05 22:00:00.118858,1293,Demanda real,demand,18928.42845198953,8741,Península,
2025-10-05 23:00:00.118858,1293,Demanda real,demand,19676.49923130124,8741,Península,
2025-10-06 00:00:00.118858,1293,Demanda real,demand,20336.031280412433,8741,Península,
2025-10-06 01:00:00.118858,1293,Demanda real,demand,21646.880317828618,8741,Península,
2025-10-06 02:00:00.118858,1293,Demanda real,demand,21202.116321747868,8741,Península,
2025-10-06 03:00:00.118858,1293,Demanda real,demand,19707.69333321058,8741,Península,
2025-10-06 04:00:00.118858,1293,Demanda real,demand,19459.211174226362,8741,Península,
2025-10-06 05:00:00.118858,1293,Demanda real,demand,21241.80322221996,8741,Península,
2025-10-06 06:00:00.118858,1293,Demanda real,demand,21978.03509514622,8741,Península,
2025-10-06 07:00:00.118858,1293,Demanda real,demand,27039.030851253094,8741,Península,
2025-10-06 08:00:00.118858,1293,Demanda real,demand,27848.15087216229,8741,Península,
2025-10-06 09:00:00.118858,1293,Demanda real,demand,27184.150172923182,8741,Península,
2025-10-06 10:00:00.118858,1293,Demanda real,demand,28982.579455469855,8741,Península,
2025-10-06 11:00:00.118858,1293,Demanda real,demand,30880.12824024319,8741,Península,
2025-10-06 12:00:00.118858,1293,Demanda real,demand,26272.429082266935,8741,Península,
2025-10-06 13:00:00.118858,1293,Demanda real,demand,26136.339833195463,8741,Península,
2025-10-06 14:00:00.118858,1293,Demanda real,demand,27269.628319847165,8741,Península,
2025-10-06 15:00:00.118858,1293,Demanda real,demand,27655.708447484954,8741,Península,
2025-10-06 16:00:00.118858,1293,Demanda real,demand,24704.025992039074,8741,Península,
2025-10-06 17:00:00.118858,1293,Demanda real,demand,21703.52744053315,8741,Península,
2025-10-06 18:00:00.118858,1293,Demanda real,demand,23911.691678101462,8741,Península,
2025-10-06 19:00:00.118858,1293,Demanda real,demand,24084.408268910156,8741,Península,
2025-10-06 20:00:00.118858,1293,Demanda real,demand,24323.197695135164,8741,Península,
2025-10-06 21:00:00.118858,1293,Demanda real,demand,24336.015712369965,8741,Península,
2025-10-06 22:00:00.118858,1293,Demanda real,demand,24368.998378964232,8741,Península,
2025-10-06 23:00:00.118858,1293,Demanda real,demand,22863.911784454707,8741,Península,
2025-10-07 00:00:00.118858,1293,Demanda real,demand,21017.059966511446,8741,Península,
2025-10-07 01:00:00.118858,1293,Demanda real,demand,18804.77163356629,8741,Península,
2025-10-07 02:00:00.118858,1293,Demanda real,demand,18946.535783314823,8741,Península,
2025-10-07 03:00:00.118858,1293,Demanda real,demand,17831.909627926176,8741,Península,
2025-10-07 04:00:00.118858,1293,Demanda real,demand,18460.833122683463,8741,Península,
2025-10-07 05:00:00.118858,1293,Demanda real,demand,19812.193632214,8741,Península,
2025-10-07 06:00:00.118858,1293,Demanda real,demand,22773.401353574707,8741,Península,
2025-10-07 07:00:00.118858,1293,Demanda real,demand,23341.38435378388,8741,Península,
2025-10-07 08:00:00.118858,1293,Demanda real,demand,24984.543381493917,8741,Península,
2025-10-07 09:00:00.118858,1293,Demanda real,demand,23642.10330463026,8741,Península,
2025-10-07 10:00:00.118858,1293,Demanda real,demand,26001.674768626115,8741,Península,
2025-10-07 11:00:00.118858,1293,Demanda real,demand,25830.71777644509,8741,Península,
2025-10-07 12:00:00.118858,1293,Demanda real,demand,25543.41701460497,8741,Península,
2025-10-07 13:00:00.118858,1293,Demanda real,demand,27911.384649679654,8741,Península,
2025-10-07 14:00:00.118858,1293,Demanda real,demand,28336.238028786083,8741,Península,
2025-10-07 15:00:00.118858,1293,Demanda real,demand,26049.160048843518,8741,Península,
2025-10-07 16:00:00.118858,1293,Demanda real,demand,25090.785689640157,8741,Península,
2025-10-07 17:00:00.118858,1293,Demanda real,demand,23320.094087734215,8741,Península,
2025-10-07 18:00:00.118858,1293,Demanda real,demand,22019.877024721685,8741,Península,
2025-10-07 19:00:00.118858,1293,Demanda real,demand,23300.26004917742,8741,Península,
2025-10-07 20:00:00.118858,1293,Demanda real,demand,22401.7897942308,8741,Península,
2025-10-07 21:00:00.118858,1293,Demanda real,demand,22656.71023861434,8741,Península,
2025-10-07 22:00:00.118858,1293,Demanda real,demand,25110.769498959933,8741,Península,
2025-10-07 23:00:00.118858,1293,Demanda real,demand,23267.13955083902,8741,Península,
2025-10-08 00:00:00.118858,1293,Demanda real,demand,20604.24008302644,8741,Península,
2025-10-08 01:00:00.118858,1293,Demanda real,demand,19140.114709802496,8741,Península,
2025-10-08 02:00:00.118858,1293,Demanda real,demand,19374.72546332149,8741,Península,
2025-10-08 03:00:00.118858,1293,Demanda real,demand,19424.916325353675,8741,Península,
2025-10-08 04:00:00.118858,1293,Demanda real,demand,19279.740145237844,8741,Península,
2025-10-08 05:00:00.118858,1293,Demanda real,demand,18878.937314809245,8741,Península,
2025-10-08 06:00:00.118858,1293,Demanda real,demand,22324.15483956708,8741,Península,
2025-10-08 07:00:00.118858,1293,Demanda real,demand,24683.516824274648,8741,Península,
2025-10-08 08:00:00.118858,1293,Demanda real,demand,24160.908670024146,8741,Península,
2025-10-08 09:00:00.118858,1293,Demanda real,demand,23975.636397935956,8741,Península,
2025-10-08 10:00:00.118858,1293,Demanda real,demand,29101.264992502754,8741,Península,
2025-10-08 11:00:00.118858,1293,Demanda real,demand,25479.63017960649,8741,Península,
2025-10-08 12:00:00.118858,1293,Demanda real,demand,25239.85981260626,8741,Península,
2025-10-08 13:00:00.118858,1293,Demanda real,demand,31682.779035052812,8741,Península,
2025-10-08 14:00:00.118858,1293,Demanda real,demand,27070.083201808982,8741,Península,
2025-10-08 15:00:00.118858,1293,Demanda real,demand,26703.845636903818,8741,Península,
2025-10-08 16:00:00.118858,1293,Demanda real,demand,23000.03990962657,8741,Península,
2025-10-08 17:00:00.118858,1293,Demanda real,demand,22844.48419534435,8741,Península,
2025-10-08 18:00:00.118858,1293,Demanda real,demand,22453.158603410873,8741,Península,
2025-10-08 19:00:00.118858,1293,Demanda real,demand,22374.79767697933,8741,Península,
2025-10-08 20:00:00.118858,1293,Demanda real,demand,23300.9123900158,8741,Península,
2025-10-08 21:00:00.118858,1293,Demanda real,demand,23865.53833683479,8741,Península,
2025-10-08 22:00:00.118858,1293,Demanda real,demand,21218.38427074765,8741,Península,
2025-10-08 23:00:00.118858,1293,Demanda real,demand,23368.804501259983,8741,Península,
2025-10-09 00:00:00.118858,1293,Demanda real,demand,18847.90518635652,8741,Península,
2025-10-09 01:00:00.118858,1293,Demanda real,demand,21263.95120747125,8741,Península,
2025-10-09 02:00:00.118858,1293,Demanda real,demand,17920.986455267146,8741,Península,
2025-10-09 03:00:00.118858,1293,Demanda real,demand,19741.926589318933,8741,Península,
2025-10-09 04:00:00.118858,1293,Demanda real,demand,18725.61465814121,8741,Península,
2025-10-09 05:00:00.118858,1293,Demanda real,demand,18062.932475476293,8741,Península,
2025-10-09 06:00:00.118858,1293,Demanda real,demand,20951.81138167558,8741,Península,
2025-10-09 07:00:00.118858,1293,Demanda real,demand,24172.895805988526,8741,Península,
2025-10-09 08:00:00.118858,1293,Demanda real,demand,26068.669741630703,8741,Península,
2025-10-09 09:00:00.118858,1293,Demanda real,demand,25346.338037819463,8741,Península,
2025-10-09 10:00:00.118858,1293,Demanda real,demand,25092.22698624151,8741,Península,
2025-10-09 11:00:00.118858,1293,Demanda real,demand,27917.495878819915,8741,Península,
2025-10-09 12:00:00.118858,1293,Demanda real,demand,27353.167175820046,8741,Península,
2025-10-09 13:00:00.118858,1293,Demanda real,demand,25034.365280192094,8741,Península,
2025-10-09 14:00:00.118858,1293,Demanda real,demand,27683.41495558386,8741,Península,
2025-10-09 15:00:00.118858,1293,Demanda real,demand,25308.720590081044,8741,Península,
2025-10-09 16:00:00.118858,1293,Demanda real,demand,25386.029865311473,8741,Península,
2025-10-09 17:00:00.118858,1293,Demanda real,demand,21114.87467699111,8741,Península,
2025-10-09 18:00:00.118858,1293,Demanda real,demand,21974.070274071655,8741,Península,
2025-10-09 19:00:00.118858,1293,Demanda real,demand,20735.1465338786,8741,Península,
2025-10-09 20:00:00.118858,1293,Demanda real,demand,20791.344018186344,8741,Península,
2025-10-09 21:00:00.118858,1293,Demanda real,demand,21966.032498535376,8741,Península,
2025-10-09 22:00:00.118858,1293,Demanda real,demand,23998.271481477186,8741,Península,
2025-10-09 23:00:00.118858,1293,Demanda real,demand,21990.54375315156,8741,Península,
2025-10-10 00:00:00.118858,1293,Demanda real,demand,19517.026148276014,8741,Península,
2025-10-10 01:00:00.118858,1293,Demanda real,demand,19608.823744676924,8741,Península,
2025-10-10 02:00:00.118858,1293,Demanda real,demand,19826.640209537847,8741,Península,
2025-10-10 03:00:00.118858,1293,Demanda real,demand,18353.540501401443,8741,Península,
2025-10-10 04:00:00.118858,1293,Demanda real,demand,17342.761295882905,8741,Península,
2025-10-10 05:00:00.118858,1293,Demanda real,demand,19519.94440400928,8741,Península,
2025-10-10 06:00:00.118858,1293,Demanda real,demand,20904.377271610258,8741,Península,
2025-10-10 07:00:00.118858,1293,Demanda real,demand,26301.441900337926,8741,Península,
2025-10-10 08:00:00.118858,1293,Demanda real,demand,27809.872732360425,8741,Península,
2025-10-10 09:00:00.118858,1293,Demanda real,demand,27536.947338233964,8741,Península,
2025-10-10 10:00:00.118858,1293,Demanda real,demand,25450.25876198051,8741,Península,
2025-10-10 11:00:00.118858,1293,Demanda real,demand,26969.878515446773,8741,Península,
2025-10-10 12:00:00.118858,1293,Demanda real,demand,28516.613694731313,8741,Península,
2025-10-10 13:00:00.118858,1293,Demanda real,demand,28516.679381090118,8741,Península,
2025-10-10 14:00:00.118858,1293,Demanda real,demand,28324.70178186942,8741,Península,
2025-10-10 15:00:00.118858,1293,Demanda real,demand,27682.695505228705,8741,Península,
2025-10-10 16:00:00.118858,1293,Demanda real,demand,23892.088380554174,8741,Península,
2025-10-10 17:00:00.118858,1293,Demanda real,demand,23010.685628571584,8741,Península,
2025-10-10 18:00:00.118858,1293,Demanda real,demand,23348.417715810345,8741,Península,
2025-10-10 19:00:00.118858,1293,Demanda real,demand,21202.2615346188,8741,Península,
2025-10-10 20:00:00.118858,1293,Demanda real,demand,23648.726441769846,8741,Península,
2025-10-10 21:00:00.118858,1293,Demanda real,demand,22670.855289474475,8741,Península,
2025-10-10 22:00:00.118858,1293,Demanda real,demand,25646.24707234016,8741,Península,
2025-10-10 23:00:00.118858,1293,Demanda real,demand,23064.29207558424,8741,Península,
2025-10-11 00:00:00.118858,1293,Demanda real,demand,17330.41121290766,8741,Península,
2025-10-11 01:00:00.118858,1293,Demanda real,demand,15359.123755871658,8741,Península,
2025-10-11 02:00:00.118858,1293,Demanda real,demand,15247.1601435651,8741,Península,
2025-10-11 03:00:00.118858,1293,Demanda real,demand,15725.614868281165,8741,Península,
2025-10-11 04:00:00.118858,1293,Demanda real,demand,16688.959070377998,8741,Península,
2025-10-11 05:00:00.118858,1293,Demanda real,demand,15789.14123942448,8741,Península,
2025-10-11 06:00:00.118858,1293,Demanda real,demand,17979.556275983345,8741,Península,
2025-10-11 07:00:00.118858,1293,Demanda real,demand,21158.96571929182,8741,Península,
2025-10-11 08:00:00.118858,1293,Demanda real,demand,21460.672087759092,8741,Península,
2025-10-11 09:00:00.118858,1293,Demanda real,demand,21905.622419324325,8741,Península,
2025-10-11 10:00:00.118858,1293,Demanda real,demand,20725.250778394104,8741,Península,
2025-10-11 11:00:00.118858,1293,Demanda real,demand,22637.924603493746,8741,Península,
2025-10-11 12:00:00.118858,1293,Demanda real,demand,22532.210295439574,8741,Península,
2025-10-11 13:00:00.118858,1293,Demanda real,demand,23819.47995294848,8741,Península,
2025-10-11 14:00:00.118858,1293,Demanda real,demand,23082.377654065014,8741,Península,
2025-10-11 15:00:00.118858,1293,Demanda real,demand,23039.841444660986,8741,Península,
2025-10-11 16:00:00.118858,1293,Demanda real,demand,19882.77848775953,8741,Península,
2025-10-11 17:00:00.118858,1293,Demanda real,demand,17745.818588647253,8741,Península,
2025-10-11 18:00:00.118858,1293,Demanda real,demand,19000.85989637075,8741,Península,
2025-10-11 19:00:00.118858,1293,Demanda real,demand,18948.501072973337,8741,Península,
2025-10-11 20:00:00.118858,1293,Demanda real,demand,19838.793226105565,8741,Península,
2025-10-11 21:00:00.118858,1293,Demanda real,demand,17856.381671493025,8741,Península,
2025-10-11 22:00:00.118858,1293,Demanda real,demand,19973.628583636997,8741,Península,
2025-10-11 23:00:00.118858,1293,Demanda real,demand,19250.490232434546,8741,Península,
2025-10-12 00:00:00.118858,1293,Demanda real,demand,17791.617581660073,8741,Península,
2025-10-12 01:00:00.118858,1293,Demanda real,demand,15474.056852115107,8741,Península,
2025-10-12 02:00:00.118858,1293,Demanda real,demand,16307.460414402007,8741,Península,
2025-10-12 03:00:00.118858,1293,Demanda real,demand,15603.385313977331,8741,Península,
2025-10-12 04:00:00.118858,1293,Demanda real,demand,15924.208825523836,8741,Península,
2025-10-12 05:00:00.118858,1293,Demanda real,demand,14758.04446709357,8741,Península,
2025-10-12 06:00:00.118858,1293,Demanda real,demand,16568.783253968042,8741,Península,
2025-10-12 07:00:00.118858,1293,Demanda real,demand,19986.674036001663,8741,Península,
2025-10-12 08:00:00.118858,1293,Demanda real,demand,24219.93687220104,8741,Península,
2025-10-12 09:00:00.118858,1293,Demanda real,demand,23691.107564967708,8741,Península,
2025-10-12 10:00:00.118858,1293,Demanda real,demand,22332.610272968934,8741,Península,
