fecha,hora,distrito,precio_base,precio_distrito,tipo_tarifa,precio_mercado,margen_distrito,fuente
2025-11-04,22,Arganzuela,0.1418,0.1868,punta,0.1418,0.045,omie
2025-11-04,23,Arganzuela,0.1038,0.0777,valle,0.1038,-0.0261,omie
2025-11-04,0,Retiro,0.052,0.0339,valle,0.052,-0.0181,omie
2025-11-04,1,Retiro,0.0453,0.0297,valle,0.0453,-0.0156,omie
2025-11-04,2,Retiro,0.0375,0.0248,valle,0.0375,-0.0127,omie
2025-11-04,3,Retiro,0.0416,0.0272,valle,0.0416,-0.0144,omie
2025-11-04,4,Retiro,0.048,0.0317,valle,0.048,-0.0163,omie
2025-11-04,5,Retiro,0.055,0.0349,valle,0.055,-0.0201,omie
2025-11-04,6,Retiro,0.077,0.0485,valle,0.077,-0.0285,omie
2025-11-04,7,Retiro,0.1018,0.0668,valle,0.1018,-0.035,omie
2025-11-04,8,Retiro,0.1512,0.2273,punta,0.1512,0.0761,omie
2025-11-04,9,Retiro,0.16,0.2417,punta,0.16,0.0817,omie
2025-11-04,10,Retiro,0.1315,0.1954,punta,0.1315,0.0639,omie
2025-11-04,11,Retiro,0.1191,0.1845,punta,0.1191,0.0654,omie
2025-11-04,12,Retiro,0.1164,0.1739,punta,0.1164,0.0575,omie
2025-11-04,13,Retiro,0.1477,0.2242,punta,0.1477,0.0765,omie
2025-11-04,14,Retiro,0.1328,0.199,punta,0.1328,0.0662,omie
2025-11-04,15,Retiro,0.1401,0.2093,punta,0.1401,0.0692,omie
2025-11-04,16,Retiro,0.1611,0.2485,punta,0.1611,0.0874,omie
2025-11-04,17,Retiro,0.1266,0.1876,punta,0.1266,0.061,omie
2025-11-04,18,Retiro,0.1714,0.2511,punta,0.1714,0.0797,omie
2025-11-04,19,Retiro,0.1828,0.2806,punta,0.1828,0.0978,omie
2025-11-04,20,Retiro,0.1989,0.2978,punta,0.1989,0.0989,omie
2025-11-04,21,Retiro,0.1696,0.2549,punta,0.1696,0.0853,omie
2025-11-04,22,Retiro,0.1418,0.2155,punta,0.1418,0.0737,omie
2025-11-04,23,Retiro,0.1038,0.0685,valle,0.1038,-0.0353,omie
2025-11-04,0,Salamanca,0.052,0.0318,valle,0.052,-0.0202,omie
2025-11-04,1,Salamanca,0.0453,0.0273,valle,0.0453,-0.018,omie
2025-11-04,2,Salamanca,0.0375,0.0219,valle,0.0375,-0.0156,omie
2025-11-04,3,Salamanca,0.0416,0.0255,valle,0.0416,-0.0161,omie
2025-11-04,4,Salamanca,0.048,0.029,valle,0.048,-0.019,omie
2025-11-04,5,Salamanca,0.055,0.0332,valle,0.055,-0.0218,omie
2025-11-04,6,Salamanca,0.077,0.0455,valle,0.077,-0.0315,omie
2025-11-04,7,Salamanca,0.1018,0.0621,valle,0.1018,-0.0397,omie
2025-11-04,8,Salamanca,0.1512,0.2399,punta,0.1512,0.0887,omie
2025-11-04,9,Salamanca,0.16,0.2557,punta,0.16,0.0957,omie
2025-11-04,10,Salamanca,0.1315,0.2191,punta,0.1315,0.0876,omie
2025-11-04,11,Salamanca,0.1191,0.1916,punta,0.1191,0.0725,omie
2025-11-04,12,Salamanca,0.1164,0.1862,punta,0.1164,0.0698,omie
2025-11-04,13,Salamanca,0.1477,0.2284,punta,0.1477,0.0807,omie
2025-11-04,14,Salamanca,0.1328,0.2171,punta,0.1328,0.0843,omie
2025-11-04,15,Salamanca,0.1401,0.2263,punta,0.1401,0.0862,omie
2025-11-04,16,Salamanca,0.1611,0.2603,punta,0.1611,0.0992,omie
2025-11-04,17,Salamanca,0.1266,0.1979,punta,0.1266,0.0713,omie
2025-11-04,18,Salamanca,0.1714,0.2782,punta,0.1714,0.1068,omie
2025-11-04,19,Salamanca,0.1828,0.2906,punta,0.1828,0.1078,omie
2025-11-04,20,Salamanca,0.1989,0.3163,punta,0.1989,0.1174,omie
2025-11-04,21,Salamanca,0.1696,0.2749,punta,0.1696,0.1053,omie
2025-11-04,22,Salamanca,0.1418,0.2225,punta,0.1418,0.0807,omie
2025-11-04,23,Salamanca,0.1038,0.0612,valle,0.1038,-0.0426,omie
2025-11-04,0,Chamartín,0.052,0.0368,valle,0.052,-0.0152,omie
2025-11-04,1,Chamartín,0.0453,0.0313,valle,0.0453,-0.014,omie
2025-11-04,2,Chamartín,0.0375,0.0259,valle,0.0375,-0.0116,omie
2025-11-04,3,Chamartín,0.0416,0.0292,valle,0.0416,-0.0124,omie
2025-11-04,4,Chamartín,0.048,0.0331,valle,0.048,-0.0149,omie
2025-11-04,5,Chamartín,0.055,0.0381,valle,0.055,-0.0169,omie
2025-11-04,6,Chamartín,0.077,0.0532,valle,0.077,-0.0238,omie
2025-11-04,7,Chamartín,0.1018,0.0718,valle,0.1018,-0.03,omie
2025-11-04,8,Chamartín,0.1512,0.2189,punta,0.1512,0.0677,omie
2025-11-04,9,Chamartín,0.16,0.2268,punta,0.16,0.0668,omie
2025-11-04,10,Chamartín,0.1315,0.1799,punta,0.1315,0.0484,omie
2025-11-04,11,Chamartín,0.1191,0.1715,punta,0.1191,0.0524,omie
2025-11-04,12,Chamartín,0.1164,0.1636,punta,0.1164,0.0472,omie
2025-11-04,13,Chamartín,0.1477,0.2125,punta,0.1477,0.0648,omie
2025-11-04,14,Chamartín,0.1328,0.1896,punta,0.1328,0.0568,omie
2025-11-04,15,Chamartín,0.1401,0.1962,punta,0.1401,0.0561,omie
2025-11-04,16,Chamartín,0.1611,0.2368,punta,0.1611,0.0757,omie
2025-11-04,17,Chamartín,0.1266,0.1722,punta,0.1266,0.0456,omie
2025-11-04,18,Chamartín,0.1714,0.2495,punta,0.1714,0.0781,omie
2025-11-04,19,Chamartín,0.1828,0.2595,punta,0.1828,0.0767,omie
2025-11-04,20,Chamartín,0.1989,0.2837,punta,0.1989,0.0848,omie
2025-11-04,21,Chamartín,0.1696,0.2414,punta,0.1696,0.0718,omie
2025-11-04,22,Chamartín,0.1418,0.1976,punta,0.1418,0.0558,omie
2025-11-04,23,Chamartín,0.1038,0.0728,valle,0.1038,-0.031,omie
2025-11-04,0,Tetuán,0.052,0.0387,valle,0.052,-0.0133,omie
2025-11-04,1,Tetuán,0.0453,0.0346,valle,0.0453,-0.0107,omie
2025-11-04,2,Tetuán,0.0375,0.0285,valle,0.0375,-0.009,omie
2025-11-04,3,Tetuán,0.0416,0.0309,valle,0.0416,-0.0107,omie
2025-11-04,4,Tetuán,0.048,0.0359,valle,0.048,-0.0121,omie
2025-11-04,5,Tetuán,0.055,0.0422,valle,0.055,-0.0128,omie
2025-11-04,6,Tetuán,0.077,0.0571,valle,0.077,-0.0199,omie
2025-11-04,7,Tetuán,0.1018,0.0783,valle,0.1018,-0.0235,omie
2025-11-04,8,Tetuán,0.1512,0.1927,punta,0.1512,0.0415,omie
2025-11-04,9,Tetuán,0.16,0.2097,punta,0.16,0.0497,omie
2025-11-04,10,Tetuán,0.1315,0.1739,punta,0.1315,0.0424,omie
2025-11-04,11,Tetuán,0.1191,0.151,punta,0.1191,0.0319,omie
2025-11-04,12,Tetuán,0.1164,0.1538,punta,0.1164,0.0374,omie
2025-11-04,13,Tetuán,0.1477,0.1864,punta,0.1477,0.0387,omie
2025-11-04,14,Tetuán,0.1328,0.1739,punta,0.1328,0.0411,omie
2025-11-04,15,Tetuán,0.1401,0.1852,punta,0.1401,0.0451,omie
2025-11-04,16,Tetuán,0.1611,0.21,punta,0.1611,0.0489,omie
2025-11-04,17,Tetuán,0.1266,0.167,punta,0.1266,0.0404,omie
2025-11-04,18,Tetuán,0.1714,0.2282,punta,0.1714,0.0568,omie
2025-11-04,19,Tetuán,0.1828,0.236,punta,0.1828,0.0532,omie
2025-11-04,20,Tetuán,0.1989,0.2571,punta,0.1989,0.0582,omie
2025-11-04,21,Tetuán,0.1696,0.2254,punta,0.1696,0.0558,omie
2025-11-04,22,Tetuán,0.1418,0.1865,punta,0.1418,0.0447,omie
2025-11-04,23,Tetuán,0.1038,0.0775,valle,0.1038,-0.0263,omie
2025-11-04,0,Chamberí,0.052,0.0368,valle,0.052,-0.0152,omie
2025-11-04,1,Chamberí,0.0453,0.0315,valle,0.0453,-0.0138,omie
2025-11-04,2,Chamberí,0.0375,0.0257,valle,0.0375,-0.0118,omie
2025-11-04,3,Chamberí,0.0416,0.0287,valle,0.0416,-0.0129,omie
2025-11-04,4,Chamberí,0.048,0.0331,valle,0.048,-0.0149,omie
2025-11-04,5,Chamberí,0.055,0.0385,valle,0.055,-0.0165,omie
2025-11-04,6,Chamberí,0.077,0.0522,valle,0.077,-0.0248,omie
2025-11-04,7,Chamberí,0.1018,0.0707,valle,0.1018,-0.0311,omie
2025-11-04,8,Chamberí,0.1512,0.2075,punta,0.1512,0.0563,omie
2025-11-04,9,Chamberí,0.16,0.2219,punta,0.16,0.0619,omie
2025-11-04,10,Chamberí,0.1315,0.1825,punta,0.1315,0.051,omie
2025-11-04,11,Chamberí,0.1191,0.1654,punta,0.1191,0.0463,omie
2025-11-04,12,Chamberí,0.1164,0.1623,punta,0.1164,0.0459,omie
2025-11-04,13,Chamberí,0.1477,0.2051,punta,0.1477,0.0574,omie
2025-11-04,14,Chamberí,0.1328,0.1817,punta,0.1328,0.0489,omie
2025-11-04,15,Chamberí,0.1401,0.1903,punta,0.1401,0.0502,omie
2025-11-04,16,Chamberí,0.1611,0.2226,punta,0.1611,0.0615,omie
2025-11-04,17,Chamberí,0.1266,0.1802,punta,0.1266,0.0536,omie
2025-11-04,18,Chamberí,0.1714,0.2311,punta,0.1714,0.0597,omie
2025-11-04,19,Chamberí,0.1828,0.2563,punta,0.1828,0.0735,omie
2025-11-04,20,Chamberí,0.1989,0.2691,punta,0.1989,0.0702,omie
2025-11-04,21,Chamberí,0.1696,0.2358,punta,0.1696,0.0662,omie
2025-11-04,22,Chamberí,0.1418,0.1992,punta,0.1418,0.0574,omie
2025-11-04,23,Chamberí,0.1038,0.0754,valle,0.1038,-0.0284,omie
2025-11-04,0,Fuencarral-El Pardo,0.052,0.0409,valle,0.052,-0.0111,omie
2025-11-04,1,Fuencarral-El Pardo,0.0453,0.0365,valle,0.0453,-0.0088,omie
2025-11-04,2,Fuencarral-El Pardo,0.0375,0.0301,valle,0.0375,-0.0074,omie
2025-11-04,3,Fuencarral-El Pardo,0.0416,0.0328,valle,0.0416,-0.0088,omie
2025-11-04,4,Fuencarral-El Pardo,0.048,0.0373,valle,0.048,-0.0107,omie
2025-11-04,5,Fuencarral-El Pardo,0.055,0.0445,valle,0.055,-0.0105,omie
2025-11-04,6,Fuencarral-El Pardo,0.077,0.0636,valle,0.077,-0.0134,omie
2025-11-04,7,Fuencarral-El Pardo,0.1018,0.0798,valle,0.1018,-0.022,omie
2025-11-04,8,Fuencarral-El Pardo,0.1512,0.1796,punta,0.1512,0.0284,omie
2025-11-04,9,Fuencarral-El Pardo,0.16,0.1905,punta,0.16,0.0305,omie
2025-11-04,10,Fuencarral-El Pardo,0.1315,0.1563,punta,0.1315,0.0248,omie
2025-11-04,11,Fuencarral-El Pardo,0.1191,0.143,punta,0.1191,0.0239,omie
2025-11-04,12,Fuencarral-El Pardo,0.1164,0.1419,punta,0.1164,0.0255,omie
2025-11-04,13,Fuencarral-El Pardo,0.1477,0.179,punta,0.1477,0.0313,omie
2025-11-04,14,Fuencarral-El Pardo,0.1328,0.1503,punta,0.1328,0.0175,omie
2025-11-04,15,Fuencarral-El Pardo,0.1401,0.1617,punta,0.1401,0.0216,omie
2025-11-04,16,Fuencarral-El Pardo,0.1611,0.1939,punta,0.1611,0.0328,omie
2025-11-04,17,Fuencarral-El Pardo,0.1266,0.1526,punta,0.1266,0.026,omie
2025-11-04,18,Fuencarral-El Pardo,0.1714,0.2022,punta,0.1714,0.0308,omie
2025-11-04,19,Fuencarral-El Pardo,0.1828,0.2149,punta,0.1828,0.0321,omie
2025-11-04,20,Fuencarral-El Pardo,0.1989,0.2368,punta,0.1989,0.0379,omie
2025-11-04,21,Fuencarral-El Pardo,0.1696,0.2052,punta,0.1696,0.0356,omie
2025-11-04,22,Fuencarral-El Pardo,0.1418,0.1674,punta,0.1418,0.0256,omie
2025-11-04,23,Fuencarral-El Pardo,0.1038,0.0855,valle,0.1038,-0.0183,omie
2025-11-04,0,Moncloa-Aravaca,0.052,0.0394,valle,0.052,-0.0126,omie
2025-11-04,1,Moncloa-Aravaca,0.0453,0.0331,valle,0.0453,-0.0122,omie
2025-11-04,2,Moncloa-Aravaca,0.0375,0.0277,valle,0.0375,-0.0098,omie
2025-11-04,3,Moncloa-Aravaca,0.0416,0.0303,valle,0.0416,-0.0113,omie
2025-11-04,4,Moncloa-Aravaca,0.048,0.0356,valle,0.048,-0.0124,omie
2025-11-04,5,Moncloa-Aravaca,0.055,0.0411,valle,0.055,-0.0139,omie
2025-11-04,6,Moncloa-Aravaca,0.077,0.0581,valle,0.077,-0.0189,omie
2025-11-04,7,Moncloa-Aravaca,0.1018,0.0756,valle,0.1018,-0.0262,omie
2025-11-04,8,Moncloa-Aravaca,0.1512,0.1936,punta,0.1512,0.0424,omie
2025-11-04,9,Moncloa-Aravaca,0.16,0.2087,punta,0.16,0.0487,omie
2025-11-04,10,Moncloa-Aravaca,0.1315,0.1669,punta,0.1315,0.0354,omie
2025-11-04,11,Moncloa-Aravaca,0.1191,0.1559,punta,0.1191,0.0368,omie
2025-11-04,12,Moncloa-Aravaca,0.1164,0.1514,punta,0.1164,0.035,omie
2025-11-04,13,Moncloa-Aravaca,0.1477,0.1944,punta,0.1477,0.0467,omie
2025-11-04,14,Moncloa-Aravaca,0.1328,0.1704,punta,0.1328,0.0376,omie
2025-11-04,15,Moncloa-Aravaca,0.1401,0.1861,punta,0.1401,0.046,omie
2025-11-04,16,Moncloa-Aravaca,0.1611,0.2007,punta,0.1611,0.0396,omie
2025-11-04,17,Moncloa-Aravaca,0.1266,0.1685,punta,0.1266,0.0419,omie
2025-11-04,18,Moncloa-Aravaca,0.1714,0.2226,punta,0.1714,0.0512,omie
2025-11-04,19,Moncloa-Aravaca,0.1828,0.2448,punta,0.1828,0.062,omie
2025-11-04,20,Moncloa-Aravaca,0.1989,0.2583,punta,0.1989,0.0594,omie
2025-11-04,21,Moncloa-Aravaca,0.1696,0.2193,punta,0.1696,0.0497,omie
2025-11-04,22,Moncloa-Aravaca,0.1418,0.1857,punta,0.1418,0.0439,omie
2025-11-04,23,Moncloa-Aravaca,0.1038,0.0742,valle,0.1038,-0.0296,omie
2025-11-04,0,Latina,0.052,0.0414,valle,0.052,-0.0106,omie
2025-11-04,1,Latina,0.0453,0.0365,valle,0.0453,-0.0088,omie
2025-11-04,2,Latina,0.0375,0.0302,valle,0.0375,-0.0073,omie
2025-11-04,3,Latina,0.0416,0.0331,valle,0.0416,-0.0085,omie
2025-11-04,4,Latina,0.048,0.0375,valle,0.048,-0.0105,omie
2025-11-04,5,Latina,0.055,0.0437,valle,0.055,-0.0113,omie
2025-11-04,6,Latina,0.077,0.0609,valle,0.077,-0.0161,omie
2025-11-04,7,Latina,0.1018,0.0787,valle,0.1018,-0.0231,omie
2025-11-04,8,Latina,0.1512,0.1799,punta,0.1512,0.0287,omie
2025-11-04,9,Latina,0.16,0.1886,punta,0.16,0.0286,omie
2025-11-04,10,Latina,0.1315,0.1575,punta,0.1315,0.026,omie
2025-11-04,11,Latina,0.1191,0.1428,punta,0.1191,0.0237,omie
2025-11-04,12,Latina,0.1164,0.137,punta,0.1164,0.0206,omie
2025-11-04,13,Latina,0.1477,0.1843,punta,0.1477,0.0366,omie
2025-11-04,14,Latina,0.1328,0.1561,punta,0.1328,0.0233,omie
2025-11-04,15,Latina,0.1401,0.1682,punta,0.1401,0.0281,omie
2025-11-04,16,Latina,0.1611,0.1892,punta,0.1611,0.0281,omie
2025-11-04,17,Latina,0.1266,0.1536,punta,0.1266,0.027,omie
2025-11-04,18,Latina,0.1714,0.202,punta,0.1714,0.0306,omie
2025-11-04,19,Latina,0.1828,0.2245,punta,0.1828,0.0417,omie
2025-11-04,20,Latina,0.1989,0.2355,punta,0.1989,0.0366,omie
2025-11-04,21,Latina,0.1696,0.2046,punta,0.1696,0.035,omie
2025-11-04,22,Latina,0.1418,0.1685,punta,0.1418,0.0267,omie
2025-11-04,23,Latina,0.1038,0.0812,valle,0.1038,-0.0226,omie
2025-11-04,0,Carabanchel,0.052,0.0446,valle,0.052,-0.0074,omie
2025-11-04,1,Carabanchel,0.0453,0.039,valle,0.0453,-0.0063,omie
2025-11-04,2,Carabanchel,0.0375,0.0318,valle,0.0375,-0.0057,omie
2025-11-04,3,Carabanchel,0.0416,0.0358,valle,0.0416,-0.0058,omie
2025-11-04,4,Carabanchel,0.048,0.0416,valle,0.048,-0.0064,omie
2025-11-04,5,Carabanchel,0.055,0.0463,valle,0.055,-0.0087,omie
2025-11-04,6,Carabanchel,0.077,0.0646,valle,0.077,-0.0124,omie
2025-11-04,7,Carabanchel,0.1018,0.0881,valle,0.1018,-0.0137,omie
2025-11-04,8,Carabanchel,0.1512,0.1689,punta,0.1512,0.0177,omie
2025-11-04,9,Carabanchel,0.16,0.175,punta,0.16,0.015,omie
2025-11-04,10,Carabanchel,0.1315,0.1355,punta,0.1315,0.004,omie
2025-11-04,11,Carabanchel,0.1191,0.132,punta,0.1191,0.0129,omie
2025-11-04,12,Carabanchel,0.1164,0.1319,punta,0.1164,0.0155,omie
2025-11-04,13,Carabanchel,0.1477,0.1602,punta,0.1477,0.0125,omie
2025-11-04,14,Carabanchel,0.1328,0.15,punta,0.1328,0.0172,omie
2025-11-04,15,Carabanchel,0.1401,0.1481,punta,0.1401,0.008,omie
2025-11-04,16,Carabanchel,0.1611,0.1745,punta,0.1611,0.0134,omie
2025-11-04,17,Carabanchel,0.1266,0.1371,punta,0.1266,0.0105,omie
2025-11-04,18,Carabanchel,0.1714,0.1911,punta,0.1714,0.0197,omie
2025-11-04,19,Carabanchel,0.1828,0.203,punta,0.1828,0.0202,omie
2025-11-04,20,Carabanchel,0.1989,0.2132,punta,0.1989,0.0143,omie
2025-11-04,21,Carabanchel,0.1696,0.1896,punta,0.1696,0.02,omie
2025-11-04,22,Carabanchel,0.1418,0.1586,punta,0.1418,0.0168,omie
2025-11-04,23,Carabanchel,0.1038,0.0876,valle,0.1038,-0.0162,omie
2025-11-04,0,Usera,0.052,0.0419,valle,0.052,-0.0101,omie
2025-11-04,1,Usera,0.0453,0.0368,valle,0.0453,-0.0085,omie
2025-11-04,2,Usera,0.0375,0.0309,valle,0.0375,-0.0066,omie
2025-11-04,3,Usera,0.0416,0.0325,valle,0.0416,-0.0091,omie
2025-11-04,4,Usera,0.048,0.0385,valle,0.048,-0.0095,omie
2025-11-04,5,Usera,0.055,0.0451,valle,0.055,-0.0099,omie
2025-11-04,6,Usera,0.077,0.0604,valle,0.077,-0.0166,omie
2025-11-04,7,Usera,0.1018,0.0826,valle,0.1018,-0.0192,omie
2025-11-04,8,Usera,0.1512,0.1823,punta,0.1512,0.0311,omie
2025-11-04,9,Usera,0.16,0.1922,punta,0.16,0.0322,omie
2025-11-04,10,Usera,0.1315,0.1618,punta,0.1315,0.0303,omie
2025-11-04,11,Usera,0.1191,0.1415,punta,0.1191,0.0224,omie
2025-11-04,12,Usera,0.1164,0.1392,punta,0.1164,0.0228,omie
2025-11-04,13,Usera,0.1477,0.1759,punta,0.1477,0.0282,omie
2025-11-04,14,Usera,0.1328,0.1565,punta,0.1328,0.0237,omie
2025-11-04,15,Usera,0.1401,0.1685,punta,0.1401,0.0284,omie
2025-11-04,16,Usera,0.1611,0.1874,punta,0.1611,0.0263,omie
2025-11-04,17,Usera,0.1266,0.1562,punta,0.1266,0.0296,omie
2025-11-04,18,Usera,0.1714,0.2038,punta,0.1714,0.0324,omie
2025-11-04,19,Usera,0.1828,0.2233,punta,0.1828,0.0405,omie
2025-11-04,20,Usera,0.1989,0.2343,punta,0.1989,0.0354,omie
2025-11-04,21,Usera,0.1696,0.1998,punta,0.1696,0.0302,omie
2025-11-04,22,Usera,0.1418,0.1696,punta,0.1418,0.0278,omie
2025-11-04,23,Usera,0.1038,0.0833,valle,0.1038,-0.0205,omie
2025-11-04,0,Puente de Vallecas,0.052,0.0451,valle,0.052,-0.0069,omie
2025-11-04,1,Puente de Vallecas,0.0453,0.039,valle,0.0453,-0.0063,omie
2025-11-04,2,Puente de Vallecas,0.0375,0.0326,valle,0.0375,-0.0049,omie
2025-11-04,3,Puente de Vallecas,0.0416,0.0361,valle,0.0416,-0.0055,omie
2025-11-04,4,Puente de Vallecas,0.048,0.0405,valle,0.048,-0.0075,omie
2025-11-04,5,Puente de Vallecas,0.055,0.0484,valle,0.055,-0.0066,omie
2025-11-04,6,Puente de Vallecas,0.077,0.0677,valle,0.077,-0.0093,omie
2025-11-04,7,Puente de Vallecas,0.1018,0.0867,valle,0.1018,-0.0151,omie
2025-11-04,8,Puente de Vallecas,0.1512,0.1668,punta,0.1512,0.0156,omie
2025-11-04,9,Puente de Vallecas,0.16,0.1735,punta,0.16,0.0135,omie
2025-11-04,10,Puente de Vallecas,0.1315,0.1461,punta,0.1315,0.0146,omie
2025-11-04,11,Puente de Vallecas,0.1191,0.1275,punta,0.1191,0.0084,omie
2025-11-04,12,Puente de Vallecas,0.1164,0.128,punta,0.1164,0.0116,omie
2025-11-04,13,Puente de Vallecas,0.1477,0.1577,punta,0.1477,0.01,omie
2025-11-04,14,Puente de Vallecas,0.1328,0.1421,punta,0.1328,0.0093,omie
2025-11-04,15,Puente de Vallecas,0.1401,0.154,punta,0.1401,0.0139,omie
2025-11-04,16,Puente de Vallecas,0.1611,0.1822,punta,0.1611,0.0211,omie
2025-11-04,17,Puente de Vallecas,0.1266,0.1381,punta,0.1266,0.0115,omie
2025-11-04,18,Puente de Vallecas,0.1714,0.1866,punta,0.1714,0.0152,omie
2025-11-04,19,Puente de Vallecas,0.1828,0.2009,punta,0.1828,0.0181,omie
2025-11-04,20,Puente de Vallecas,0.1989,0.2181,punta,0.1989,0.0192,omie
2025-11-04,21,Puente de Vallecas,0.1696,0.1877,punta,0.1696,0.0181,omie
2025-11-04,22,Puente de Vallecas,0.1418,0.1579,punta,0.1418,0.0161,omie
2025-11-04,23,Puente de Vallecas,0.1038,0.0881,valle,0.1038,-0.0157,omie
2025-11-04,0,Moratalaz,0.052,0.0419,valle,0.052,-0.0101,omie
2025-11-04,1,Moratalaz,0.0453,0.0359,valle,0.0453,-0.0094,omie
2025-11-04,2,Moratalaz,0.0375,0.0287,valle,0.0375,-0.0088,omie
2025-11-04,3,Moratalaz,0.0416,0.0337,valle,0.0416,-0.0079,omie
2025-11-04,4,Moratalaz,0.048,0.0377,valle,0.048,-0.0103,omie
2025-11-04,5,Moratalaz,0.055,0.0447,valle,0.055,-0.0103,omie
2025-11-04,6,Moratalaz,0.077,0.0638,valle,0.077,-0.0132,omie
2025-11-04,7,Moratalaz,0.1018,0.084,valle,0.1018,-0.0178,omie
2025-11-04,8,Moratalaz,0.1512,0.182,punta,0.1512,0.0308,omie
2025-11-04,9,Moratalaz,0.16,0.1859,punta,0.16,0.0259,omie
2025-11-04,10,Moratalaz,0.1315,0.1543,punta,0.1315,0.0228,omie
2025-11-04,11,Moratalaz,0.1191,0.1429,punta,0.1191,0.0238,omie
2025-11-04,12,Moratalaz,0.1164,0.1426,punta,0.1164,0.0262,omie
2025-11-04,13,Moratalaz,0.1477,0.1802,punta,0.1477,0.0325,omie
2025-11-04,14,Moratalaz,0.1328,0.1589,punta,0.1328,0.0261,omie
2025-11-04,15,Moratalaz,0.1401,0.1689,punta,0.1401,0.0288,omie
2025-11-04,16,Moratalaz,0.1611,0.1929,punta,0.1611,0.0318,omie
2025-11-04,17,Moratalaz,0.1266,0.1549,punta,0.1266,0.0283,omie
2025-11-04,18,Moratalaz,0.1714,0.2018,punta,0.1714,0.0304,omie
2025-11-04,19,Moratalaz,0.1828,0.226,punta,0.1828,0.0432,omie
2025-11-04,20,Moratalaz,0.1989,0.2467,punta,0.1989,0.0478,omie
