fecha,distrito,NO2,PM10,PM2.5,O3,SO2,CO,ICA,calidad,recomendacion
2023-03-05,Centro,38.82,22.24,13.89,81.22,5.75,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-06,Centro,41.56,33.74,19.67,58.33,3.06,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-07,Centro,37.7,26.68,14.56,58.71,9.2,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-08,Centro,49.93,24.8,15.14,75.13,4.53,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-09,Centro,55.18,27.83,18.29,56.81,4.81,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-10,Centro,50.32,31.27,17.63,72.25,4.76,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-11,Centro,33.52,23.07,14.02,63.15,4.34,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-12,Centro,31.01,18.12,9.88,64.17,5.15,0.4,1,Buena,Calidad del aire satisfactoria
2023-03-13,Centro,40.8,34.44,22.0,55.1,5.37,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-14,Centro,50.24,27.26,15.44,51.22,4.82,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-15,Centro,42.18,27.93,18.33,68.42,4.3,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-16,Centro,41.22,32.25,20.74,79.2,4.98,0.61,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-17,Centro,40.32,31.32,18.6,44.02,3.46,0.69,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-18,Centro,46.72,22.11,12.99,53.85,3.14,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-19,Centro,37.21,20.37,13.34,74.53,5.94,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-20,Centro,42.14,20.96,11.53,59.85,7.31,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-21,Centro,44.74,32.22,19.06,60.53,7.44,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-22,Centro,35.62,29.78,16.32,44.75,4.9,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-23,Centro,47.16,28.78,17.69,77.5,4.71,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-24,Centro,45.08,29.9,17.69,58.46,4.34,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-25,Centro,40.1,27.16,16.08,65.74,4.99,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-26,Centro,35.4,17.97,10.45,47.29,3.81,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-27,Centro,49.47,28.87,16.22,57.9,2.63,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-28,Centro,46.35,20.17,12.48,51.79,5.94,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-29,Centro,41.28,26.72,16.5,88.98,5.08,0.6,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-30,Centro,48.46,33.4,20.93,68.21,3.81,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-31,Centro,48.95,33.65,19.78,63.54,2.71,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-01,Centro,39.88,25.28,14.91,44.47,4.03,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-02,Centro,33.63,20.03,10.92,89.27,4.06,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-03,Centro,44.99,28.12,18.21,62.96,3.73,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-04,Centro,41.19,34.12,21.03,64.42,5.1,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-05,Centro,47.49,30.93,17.98,70.57,4.03,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-06,Centro,44.73,29.02,17.9,61.44,7.1,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-07,Centro,42.07,34.71,19.35,68.65,5.03,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-08,Centro,34.68,21.86,11.81,50.24,4.44,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-09,Centro,33.48,19.37,12.44,57.48,4.74,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-10,Centro,37.74,23.28,14.4,71.56,7.05,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-11,Centro,59.43,40.9,25.87,78.04,3.83,0.45,3,Mala,Sensibles al aire pueden experimentar síntomas
2023-04-12,Centro,44.93,25.89,16.84,52.7,4.82,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-13,Centro,57.43,25.49,14.92,51.54,5.59,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-14,Centro,46.63,26.59,15.07,57.92,3.67,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-15,Centro,39.29,39.16,21.46,64.01,6.28,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-16,Centro,28.44,18.67,12.15,63.43,4.54,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-17,Centro,49.47,37.38,20.29,59.6,5.18,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-18,Centro,39.06,27.51,18.09,37.16,5.52,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-19,Centro,49.28,28.23,16.13,47.9,4.03,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-20,Centro,51.6,35.05,20.55,64.31,5.61,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-21,Centro,41.85,25.93,14.61,60.88,3.77,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-22,Centro,42.71,25.07,16.49,60.48,4.42,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-23,Centro,37.06,22.67,14.75,72.29,4.79,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-24,Centro,56.87,26.17,14.97,51.23,5.43,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-25,Centro,39.63,34.03,20.32,90.87,5.02,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-26,Centro,50.34,36.89,23.87,59.12,3.87,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-27,Centro,44.45,29.86,19.16,68.22,3.8,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-28,Centro,38.39,32.53,20.99,59.79,3.7,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-29,Centro,36.77,18.66,12.27,70.86,5.36,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-30,Centro,27.66,22.02,13.94,76.89,3.57,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-01,Centro,47.98,25.56,15.92,66.89,4.6,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-02,Centro,41.6,29.19,15.81,68.79,3.79,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-03,Centro,52.16,26.04,16.67,60.28,5.62,0.69,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-04,Centro,49.81,27.16,17.42,57.05,5.08,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-05,Centro,47.05,26.12,14.71,70.45,4.98,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-06,Centro,36.89,24.03,14.98,67.9,3.28,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-07,Centro,30.35,23.4,15.17,63.31,4.55,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-08,Centro,47.59,23.5,12.74,79.18,5.47,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-09,Centro,45.66,25.15,15.89,60.93,5.81,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-10,Centro,40.09,29.6,17.95,52.37,6.2,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-11,Centro,38.65,23.98,15.7,82.61,3.35,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-12,Centro,47.47,31.85,18.71,80.53,3.96,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-13,Centro,38.77,22.96,12.41,50.63,10.63,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-14,Centro,27.45,19.62,12.56,61.45,3.52,0.34,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-15,Centro,41.98,29.43,16.4,67.11,4.15,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-16,Centro,59.35,34.53,22.27,80.23,3.94,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-17,Centro,55.76,24.97,15.32,51.02,4.08,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-18,Centro,49.29,31.8,17.29,59.64,4.83,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-19,Centro,51.25,25.31,14.47,54.88,4.95,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-20,Centro,33.84,21.83,12.52,68.38,5.45,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-21,Centro,39.58,20.23,12.69,82.99,5.2,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-22,Centro,62.32,30.8,17.04,54.36,4.37,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-23,Centro,49.57,35.93,23.48,38.29,2.79,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-24,Centro,42.44,29.55,15.96,70.37,6.21,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-25,Centro,49.98,26.46,15.75,65.6,6.42,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-26,Centro,40.91,34.46,19.19,50.17,5.78,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-27,Centro,39.79,21.85,12.18,74.03,4.02,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-28,Centro,23.47,26.75,17.15,47.33,5.62,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-29,Centro,47.98,28.18,17.37,65.52,3.64,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-30,Centro,49.77,24.93,15.51,53.81,5.27,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-31,Centro,48.4,24.81,16.17,71.38,5.15,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-01,Centro,46.1,26.82,16.79,80.69,2.8,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-02,Centro,33.66,24.49,14.19,103.53,5.8,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-03,Centro,26.57,17.31,10.09,141.33,4.84,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-04,Centro,28.41,21.82,12.88,119.15,3.05,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-05,Centro,43.16,25.01,15.58,84.07,4.25,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-06,Centro,31.88,24.32,13.26,120.19,6.92,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-07,Centro,45.74,21.61,14.03,82.22,5.26,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-08,Centro,39.51,23.56,14.61,86.59,3.78,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-09,Centro,45.25,26.95,15.7,109.57,6.65,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-10,Centro,22.69,17.8,10.94,95.94,3.75,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-11,Centro,28.59,16.11,9.76,70.34,4.58,0.32,1,Buena,Calidad del aire satisfactoria
2023-06-12,Centro,37.99,28.84,18.55,87.22,4.39,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-13,Centro,35.79,19.26,11.64,104.46,6.08,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-14,Centro,32.08,27.73,15.51,98.45,5.53,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-15,Centro,33.95,19.35,12.21,75.21,3.68,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-16,Centro,33.61,22.84,13.32,133.63,3.78,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-17,Centro,29.15,25.2,14.58,80.82,3.14,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-18,Centro,29.07,15.59,9.48,83.18,3.96,0.28,1,Buena,Calidad del aire satisfactoria
2023-06-19,Centro,36.66,21.63,11.89,86.33,7.8,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-20,Centro,40.16,26.53,16.41,109.97,3.3,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-21,Centro,42.95,26.48,14.8,85.17,3.1,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-22,Centro,37.18,23.51,14.79,90.09,2.97,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-23,Centro,32.93,24.55,13.64,102.19,2.64,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-24,Centro,30.94,16.25,10.21,96.43,3.18,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-25,Centro,21.02,14.82,9.37,113.31,4.2,0.33,1,Buena,Calidad del aire satisfactoria
2023-06-26,Centro,35.82,22.53,13.13,119.27,4.25,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-27,Centro,41.93,21.9,11.89,91.71,4.06,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-28,Centro,30.74,22.66,13.95,127.5,5.28,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-29,Centro,38.78,23.82,12.91,94.84,3.38,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-30,Centro,34.97,24.27,13.51,94.07,4.23,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-01,Centro,36.26,20.35,13.29,131.64,5.02,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-02,Centro,24.49,13.99,8.92,91.93,4.37,0.31,1,Buena,Calidad del aire satisfactoria
2023-07-03,Centro,38.56,23.92,15.69,116.61,4.46,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-04,Centro,34.97,23.69,14.63,104.03,2.82,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-05,Centro,33.77,24.76,14.66,95.94,8.72,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-06,Centro,35.76,19.28,10.66,91.52,4.18,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-07,Centro,37.71,24.1,13.22,77.86,4.46,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-08,Centro,34.73,15.72,8.85,94.18,4.36,0.41,1,Buena,Calidad del aire satisfactoria
2023-07-09,Centro,24.76,14.84,9.0,120.67,3.19,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-10,Centro,38.4,17.51,10.4,104.61,3.39,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-11,Centro,33.39,24.25,15.75,118.67,3.59,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-12,Centro,35.55,21.82,13.68,124.92,5.42,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-13,Centro,32.82,20.5,11.51,119.13,3.53,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-14,Centro,31.33,21.54,13.09,83.46,5.06,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-15,Centro,27.25,14.73,9.55,96.28,4.59,0.4,1,Buena,Calidad del aire satisfactoria
2023-07-16,Centro,24.4,12.28,7.9,77.84,4.88,0.37,1,Buena,Calidad del aire satisfactoria
2023-07-17,Centro,35.97,24.18,14.99,111.19,3.68,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-18,Centro,39.14,24.07,15.28,80.1,2.99,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-19,Centro,32.95,21.98,13.22,87.38,3.09,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-20,Centro,35.99,21.31,13.84,100.64,4.33,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-21,Centro,42.07,19.95,11.7,101.06,3.69,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-22,Centro,30.09,19.6,11.11,70.15,5.51,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-23,Centro,24.61,14.88,9.82,103.9,3.81,0.34,1,Buena,Calidad del aire satisfactoria
2023-07-24,Centro,28.22,25.88,15.81,103.87,3.74,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-25,Centro,31.96,22.01,12.58,90.45,4.08,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-26,Centro,30.25,22.58,13.75,98.82,3.77,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-27,Centro,32.06,20.14,13.17,71.71,4.44,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-28,Centro,30.59,17.83,10.44,88.1,3.67,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-29,Centro,26.98,15.16,9.16,78.84,4.13,0.36,1,Buena,Calidad del aire satisfactoria
2023-07-30,Centro,21.61,15.89,9.35,106.57,3.81,0.31,1,Buena,Calidad del aire satisfactoria
2023-07-31,Centro,34.34,21.75,12.02,104.76,4.16,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-01,Centro,37.98,17.42,10.62,66.55,4.55,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-02,Centro,36.31,20.32,11.02,80.27,3.08,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-03,Centro,36.96,16.64,9.17,91.31,5.68,0.51,1,Buena,Calidad del aire satisfactoria
2023-08-04,Centro,34.7,20.9,13.18,90.78,3.88,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-05,Centro,27.35,14.9,8.42,72.74,4.66,0.39,1,Buena,Calidad del aire satisfactoria
2023-08-06,Centro,23.28,12.96,8.27,80.99,4.43,0.33,1,Buena,Calidad del aire satisfactoria
2023-08-07,Centro,37.4,18.06,10.77,98.75,4.88,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-08,Centro,32.51,18.51,10.12,87.54,3.51,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-09,Centro,32.09,15.03,9.88,85.14,3.35,0.43,1,Buena,Calidad del aire satisfactoria
2023-08-10,Centro,39.17,19.37,10.47,105.68,3.34,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
