fecha,distrito,NO2,PM10,PM2.5,O3,SO2,CO,ICA,calidad,recomendacion
2023-03-02,Centro,55.92,35.31,21.75,98.8,2.67,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-03,Centro,46.34,34.92,19.91,76.15,3.21,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-04,Centro,36.93,20.25,11.56,60.75,2.9,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-05,Centro,30.39,21.26,12.97,65.32,4.9,0.3,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-06,Centro,57.81,31.05,19.44,57.35,3.75,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-07,Centro,36.19,24.82,14.75,70.04,4.26,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-08,Centro,40.85,30.09,18.69,61.13,4.16,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-09,Centro,42.46,24.89,14.01,64.09,6.11,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-10,Centro,44.62,24.33,13.78,49.58,4.28,0.64,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-11,Centro,33.42,21.11,11.93,52.06,3.33,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-12,Centro,31.28,19.09,12.07,62.26,4.22,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-13,Centro,43.1,37.21,20.58,68.36,4.55,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-14,Centro,38.27,34.51,21.46,57.47,3.28,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-15,Centro,50.05,28.6,16.34,50.94,3.11,0.59,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-16,Centro,48.05,24.78,14.3,54.44,3.06,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-17,Centro,57.47,30.36,18.66,91.26,2.08,0.62,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-18,Centro,38.34,24.78,15.17,72.36,5.54,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-19,Centro,29.7,21.27,12.44,86.24,4.28,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-20,Centro,39.16,27.01,16.57,63.06,3.82,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-21,Centro,45.07,24.59,14.22,59.95,5.2,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-22,Centro,45.28,28.16,15.82,77.92,5.02,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-23,Centro,46.74,36.34,23.73,54.85,3.86,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-24,Centro,47.85,29.78,18.56,60.52,4.68,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-25,Centro,43.77,20.94,12.96,83.96,4.3,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-26,Centro,33.47,20.63,11.56,50.02,6.44,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-27,Centro,39.78,31.36,18.15,75.68,5.33,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-28,Centro,55.57,20.79,12.76,63.7,4.03,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-29,Centro,45.14,26.73,16.59,71.29,5.03,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-30,Centro,43.13,36.22,23.0,83.24,4.58,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-03-31,Centro,43.24,31.53,20.03,80.25,4.42,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-01,Centro,33.04,24.62,14.93,73.75,2.87,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-02,Centro,35.38,16.21,9.34,59.49,3.57,0.35,1,Buena,Calidad del aire satisfactoria
2023-04-03,Centro,44.16,22.69,14.34,72.28,5.41,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-04,Centro,46.53,27.8,15.86,58.25,4.35,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-05,Centro,44.4,28.01,16.88,66.04,4.22,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-06,Centro,49.84,22.83,14.14,46.09,4.25,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-07,Centro,46.72,26.71,14.78,91.84,3.86,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-08,Centro,39.18,27.52,17.95,83.58,6.66,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-09,Centro,33.24,20.5,11.69,79.1,6.37,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-10,Centro,45.44,25.4,16.15,68.87,5.21,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-11,Centro,53.85,42.3,23.99,70.64,5.15,0.54,3,Mala,Sensibles al aire pueden experimentar síntomas
2023-04-12,Centro,44.21,24.11,13.91,54.9,4.98,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-13,Centro,45.0,25.42,13.73,73.7,5.1,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-14,Centro,44.13,26.95,17.79,50.22,6.12,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-15,Centro,38.96,21.57,14.18,46.11,4.75,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-16,Centro,25.6,15.88,9.65,57.19,4.47,0.32,1,Buena,Calidad del aire satisfactoria
2023-04-17,Centro,53.67,33.46,19.71,79.5,4.6,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-18,Centro,62.94,32.35,20.76,63.81,2.9,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-19,Centro,40.96,27.38,16.73,49.41,2.6,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-20,Centro,43.17,26.06,17.11,73.29,9.52,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-21,Centro,44.07,34.29,18.67,63.56,3.7,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-22,Centro,34.77,21.49,11.85,104.43,4.51,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-23,Centro,31.74,20.99,13.0,71.03,4.51,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-24,Centro,48.68,22.2,13.13,61.58,3.83,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-25,Centro,47.43,18.43,10.12,64.47,2.52,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-26,Centro,55.07,30.3,19.55,73.71,5.33,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-27,Centro,43.49,24.04,13.4,52.39,6.69,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-28,Centro,46.53,25.19,13.84,51.04,4.69,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-29,Centro,33.99,24.16,15.6,66.48,5.22,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-04-30,Centro,36.77,21.27,11.68,54.35,4.62,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-01,Centro,55.61,29.74,16.97,70.29,5.71,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-02,Centro,43.38,30.11,19.03,76.91,4.73,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-03,Centro,54.59,36.31,22.85,65.16,4.86,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-04,Centro,49.12,30.99,18.45,54.69,3.61,0.66,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-05,Centro,42.15,33.36,20.61,57.26,3.69,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-06,Centro,34.85,16.76,9.34,55.26,5.46,0.44,1,Buena,Calidad del aire satisfactoria
2023-05-07,Centro,33.68,23.26,13.73,59.73,3.11,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-08,Centro,47.72,27.98,16.22,68.55,4.57,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-09,Centro,49.44,31.23,18.67,56.9,5.25,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-10,Centro,57.17,24.75,15.82,68.96,4.55,0.62,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-11,Centro,58.14,25.57,15.72,67.99,6.27,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-12,Centro,43.19,31.94,20.8,56.78,5.28,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-13,Centro,38.99,20.39,12.46,46.1,4.64,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-14,Centro,30.6,18.15,10.67,76.91,5.28,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-15,Centro,47.84,31.01,18.59,53.2,3.94,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-16,Centro,47.11,24.6,14.52,58.27,3.63,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-17,Centro,53.21,33.86,19.34,66.94,4.11,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-18,Centro,64.48,27.03,17.38,83.16,5.74,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-19,Centro,37.31,24.12,13.26,53.8,4.62,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-20,Centro,36.13,21.87,14.34,45.78,4.42,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-21,Centro,35.46,20.25,11.4,68.58,4.68,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-22,Centro,45.91,19.55,10.64,71.3,4.08,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-23,Centro,45.07,34.23,21.5,76.89,4.99,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-24,Centro,42.87,30.06,16.37,61.92,3.25,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-25,Centro,53.49,31.47,17.23,46.9,4.64,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-26,Centro,44.15,23.59,12.79,59.13,5.81,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-27,Centro,36.38,19.57,11.8,55.99,5.5,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-28,Centro,31.4,14.51,7.99,64.73,3.36,0.35,1,Buena,Calidad del aire satisfactoria
2023-05-29,Centro,54.51,23.45,15.42,76.83,5.66,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-30,Centro,52.68,28.15,17.86,36.85,4.29,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-05-31,Centro,42.87,35.61,19.74,45.39,3.58,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-01,Centro,32.42,24.28,13.69,93.83,5.17,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-02,Centro,30.55,24.0,14.7,99.88,2.09,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-03,Centro,23.63,18.57,11.82,81.48,4.9,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-04,Centro,21.7,15.16,9.66,106.94,2.3,0.34,1,Buena,Calidad del aire satisfactoria
2023-06-05,Centro,29.93,23.59,13.95,85.96,3.33,0.37,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-06,Centro,36.37,18.2,9.95,104.16,3.02,0.49,1,Buena,Calidad del aire satisfactoria
2023-06-07,Centro,45.91,18.48,10.22,88.47,3.59,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-08,Centro,36.53,23.38,14.0,80.8,3.63,0.63,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-09,Centro,29.86,24.8,15.89,88.08,4.13,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-10,Centro,34.78,21.35,12.0,121.67,3.62,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-11,Centro,26.78,22.2,13.85,105.87,4.12,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-12,Centro,27.95,19.72,11.69,89.31,4.08,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-13,Centro,35.53,25.81,16.07,79.45,4.31,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-14,Centro,30.94,22.07,12.86,85.53,4.41,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-15,Centro,37.96,27.19,17.33,150.54,3.43,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-16,Centro,40.38,25.38,14.05,84.64,3.61,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-17,Centro,30.85,15.66,9.43,96.29,3.39,0.38,1,Buena,Calidad del aire satisfactoria
2023-06-18,Centro,21.34,15.4,9.36,86.9,2.84,0.29,1,Buena,Calidad del aire satisfactoria
2023-06-19,Centro,36.03,22.36,12.58,106.82,4.14,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-20,Centro,36.25,19.68,12.18,87.64,2.43,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-21,Centro,33.22,18.73,10.45,62.02,4.88,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-22,Centro,40.79,27.96,17.8,123.81,3.4,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-23,Centro,38.45,25.58,15.06,121.86,4.56,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-24,Centro,35.58,21.52,13.33,120.19,5.69,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-25,Centro,24.71,15.46,9.06,104.69,3.84,0.32,1,Buena,Calidad del aire satisfactoria
2023-06-26,Centro,34.14,19.41,10.85,86.36,3.78,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-27,Centro,39.11,25.83,16.26,134.24,4.63,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-28,Centro,31.15,17.79,11.72,112.19,4.57,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-29,Centro,36.36,23.74,15.33,89.28,4.83,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-06-30,Centro,30.66,23.65,15.19,109.46,4.58,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-01,Centro,29.2,17.06,10.89,120.5,2.63,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-02,Centro,23.98,15.21,8.47,87.6,3.83,0.29,1,Buena,Calidad del aire satisfactoria
2023-07-03,Centro,31.95,22.72,13.42,100.19,3.32,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-04,Centro,38.08,23.18,13.91,94.45,3.16,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-05,Centro,36.57,24.52,14.75,72.89,2.93,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-06,Centro,25.73,23.54,14.15,100.44,1.85,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-07,Centro,37.16,26.05,16.83,104.95,2.72,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-08,Centro,29.65,18.72,10.84,88.65,5.6,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-09,Centro,19.92,17.14,11.27,138.31,2.47,0.34,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-10,Centro,40.89,20.68,13.38,76.33,3.64,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-11,Centro,30.93,25.47,15.64,75.82,4.19,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-12,Centro,36.3,23.61,14.75,128.84,3.56,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-13,Centro,34.75,22.81,14.65,129.45,3.71,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-14,Centro,34.91,21.15,12.83,84.57,4.43,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-15,Centro,30.72,20.21,11.16,181.13,3.81,0.33,3,Mala,Sensibles al aire pueden experimentar síntomas
2023-07-16,Centro,19.22,11.43,6.78,87.0,4.55,0.32,1,Buena,Calidad del aire satisfactoria
2023-07-17,Centro,25.42,17.51,11.26,98.74,3.25,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-18,Centro,32.2,21.01,13.57,121.05,2.54,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-19,Centro,36.94,19.11,10.69,79.76,4.74,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-20,Centro,31.52,29.43,17.66,107.24,3.38,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-21,Centro,27.62,19.52,11.17,124.14,3.63,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-22,Centro,31.24,16.34,10.37,85.13,2.82,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-23,Centro,24.34,15.86,9.99,72.69,4.39,0.3,1,Buena,Calidad del aire satisfactoria
2023-07-24,Centro,36.91,23.18,12.93,97.82,2.89,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-25,Centro,38.19,21.31,13.83,71.47,5.84,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-26,Centro,41.29,24.09,13.34,144.12,5.78,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-27,Centro,34.66,27.14,17.35,113.15,3.22,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-28,Centro,32.47,19.66,11.19,94.32,4.69,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-29,Centro,28.41,20.02,11.36,88.14,4.95,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-30,Centro,20.39,20.09,12.82,111.34,4.67,0.3,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-07-31,Centro,35.34,24.54,14.55,62.63,4.6,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-01,Centro,35.21,24.58,14.71,79.91,3.4,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-02,Centro,36.26,22.69,13.82,66.55,2.4,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-03,Centro,29.67,17.92,9.74,92.3,3.69,0.44,1,Buena,Calidad del aire satisfactoria
2023-08-04,Centro,37.5,22.62,14.71,94.17,2.82,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-05,Centro,29.06,19.57,10.76,104.0,3.68,0.34,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-06,Centro,33.4,14.4,9.08,68.7,2.9,0.31,1,Buena,Calidad del aire satisfactoria
2023-08-07,Centro,30.66,17.87,11.53,109.71,4.06,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-08,Centro,36.52,23.07,14.9,105.89,4.54,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-09,Centro,35.8,22.07,14.01,62.43,3.59,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2023-08-10,Centro,35.62,23.14,13.38,116.93,4.79,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
